category, name, film, winner, 
DOCUMENTARY (Short Subject), "Michael Crowley and James Wolpaw,  Producers", Keats and His Nightingale: A Blind Date, False, 
DOCUMENTARY (Short Subject), "Barbara Willis Sweete,  Producer", Making Overtures--The Story of a Community Orchestra, False, 
DOCUMENTARY (Short Subject), "David Goodman,  Producer", Witness to War: Dr. Charlie Clements, True, 
DOCUMENTARY (Short Subject), "Alan Edelstein,  Producer", The Wizard of the Strings, False, 
FILM EDITING, John Bloom, A Chorus Line, False, 
FILM EDITING, "Fredric Steinkamp,  William Steinkamp,  Pembroke Herring,  Sheldon Kahn", Out of Africa, False, 
FILM EDITING, "Rudi Fehr,  Kaja Fehr", Prizzi's Honor, False, 
FILM EDITING, Henry Richardson, Runaway Train, False, 
FILM EDITING, Thom Noble, Witness, True, 
FOREIGN LANGUAGE FILM, Federal Republic of Germany, Angry Harvest, False, 
FOREIGN LANGUAGE FILM, Hungary, Colonel Redl, False, 
FOREIGN LANGUAGE FILM, Argentina, The Official Story, True, 
FOREIGN LANGUAGE FILM, France, Three Men and a Cradle, False, 
FOREIGN LANGUAGE FILM, Yugoslavia, When Father Was Away on Business, False, 
MAKEUP, Ken Chase, The Color Purple, False, 
MAKEUP, "Michael Westmore,  Zoltan Elek", Mask, True, 
MAKEUP, Carl Fullerton, Remo Williams: The Adventure Begins, False, 
MUSIC (Original Score), Georges Delerue, Agnes of God, False, 
MUSIC (Original Score), "Quincy Jones,  Jeremy Lubbock,  Rod Temperton,  Caiphus Semenya,  Andrae Crouch,  Chris Boardman,  Jorge Calandrelli,  Joel Rosenbaum,  Fred Steiner,  Jack Hayes,  Jerry Hey,  Randy Kerber", The Color Purple, False, 
MUSIC (Original Score), John Barry, Out of Africa, True, 
MUSIC (Original Score), Bruce Broughton, Silverado, False, 
MUSIC (Original Score), Maurice Jarre, Witness, False, 
MUSIC (Original Song), "Music by Quincy Jones and Rod Temperton; Lyric by Quincy Jones,  Rod Temperton and Lionel Richie", The Color Purple, False, 
MUSIC (Original Song), Music by Chris Hayes and Johnny Colla; Lyric by Huey Lewis, Back to the Future, False, 
MUSIC (Original Song), Music and Lyric by Lionel Richie, White Nights, True, 
MUSIC (Original Song), Music and Lyric by Stephen Bishop, White Nights, False, 
MUSIC (Original Song), Music by Marvin Hamlisch; Lyric by Edward Kleban, A Chorus Line, False, 
BEST PICTURE, "Steven Spielberg,  Kathleen Kennedy,  Frank Marshall and Quincy Jones,  Producers", The Color Purple, False, 
BEST PICTURE, "David Weisman,  Producer", Kiss of the Spider Woman, False, 
BEST PICTURE, "Sydney Pollack,  Producer", Out of Africa, True, 
BEST PICTURE, "John Foreman,  Producer", Prizzi's Honor, False, 
BEST PICTURE, "Edward S. Feldman,  Producer", Witness, False, 
SHORT FILM (Animated), "Cilia Van Dijk,  Producer", Anna & Bella, True, 
SHORT FILM (Animated), "Richard Condie and Michael Scott,  Producers", The Big Snit, False, 
SHORT FILM (Animated), "Alison Snowden,  Producer", Second Class Mail, False, 
SHORT FILM (Live Action), "Dianna Costello,  Producer", Graffiti, False, 
SHORT FILM (Live Action), "Jeff Brown and Chris Pelzer,  Producers", Molly's Pilgrim, True, 
SHORT FILM (Live Action), "Bob Rogers,  Producer", Rainbow War, False, 
SOUND, "Bill Varney,  B. Tennyson Sebastian II,  Robert Thirlwell,  William B. Kaplan", Back to the Future, False, 
SOUND, "Donald O. Mitchell,  Michael Minkler,  Gerry Humphreys,  Chris Newman", A Chorus Line, False, 
SOUND, "Les Fresholtz,  Dick Alexander,  Vern Poore,  Bud Alper", Ladyhawke, False, 
SOUND, "Chris Jenkins,  Gary Alexander,  Larry Stensvold,  Peter Handford", Out of Africa, True, 
SOUND, "Donald O. Mitchell,  Rick Kline,  Kevin O'Connell,  David Ronne", Silverado, False, 
SOUND EFFECTS EDITING, "Charles L. Campbell,  Robert Rutledge", Back to the Future, True, 
SOUND EFFECTS EDITING, "Bob Henderson,  Alan Murray", Ladyhawke, False, 
SOUND EFFECTS EDITING, Frederick J. Brown, Rambo: First Blood Part II, False, 
VISUAL EFFECTS, "Ken Ralston,  Ralph McQuarrie,  Scott Farrar,  David Berry", Cocoon, True, 
VISUAL EFFECTS, "Will Vinton,  Ian Wingrove,  Zoran Perisic,  Michael Lloyd", Return to Oz, False, 
VISUAL EFFECTS, "Dennis Muren,  Kit West,  John Ellis,  David Allen", Young Sherlock Holmes, False, 
WRITING (Screenplay Based on Material from Another Medium), Menno Meyjes, The Color Purple, False, 
WRITING (Screenplay Based on Material from Another Medium), Leonard Schrader, Kiss of the Spider Woman, False, 
WRITING (Screenplay Based on Material from Another Medium), Kurt Luedtke, Out of Africa, True, 
WRITING (Screenplay Based on Material from Another Medium), "Richard Condon,  Janet Roach", Prizzi's Honor, False, 
WRITING (Screenplay Based on Material from Another Medium), Horton Foote, The Trip to Bountiful, False, 
WRITING (Screenplay Written Directly for the Screen), "Robert Zemeckis,  Bob Gale", Back to the Future, False, 
WRITING (Screenplay Written Directly for the Screen), "Terry Gilliam,  Tom Stoppard,  Charles McKeown", Brazil, False, 
WRITING (Screenplay Written Directly for the Screen), "Luis Puenzo,  Aida Bortnik", The Official Story, False, 
WRITING (Screenplay Written Directly for the Screen), Woody Allen, The Purple Rose of Cairo, False, 
WRITING (Screenplay Written Directly for the Screen), "Screenplay by Earl W. Wallace,  William Kelley;  Story by William Kelley,  Pamela Wallace,  Earl W. Wallace", Witness, True, 
JEAN HERSHOLT HUMANITARIAN AWARD, Charles 'Buddy' Rogers, , True, 
HONORARY AWARD,  Paul Newman, , True, 
HONORARY AWARD,  Alex North, , True, 
ACTOR IN A LEADING ROLE, Dexter Gordon, 'Round Midnight, False, 
ACTOR IN A LEADING ROLE, Bob Hoskins, Mona Lisa, False, 
ACTOR IN A LEADING ROLE, William Hurt, Children of a Lesser God, False, 
ACTOR IN A LEADING ROLE, Paul Newman, The Color of Money, True, 
ACTOR IN A LEADING ROLE, James Woods, Salvador, False, 
ACTOR IN A SUPPORTING ROLE, Tom Berenger, Platoon, False, 
ACTOR IN A SUPPORTING ROLE, Michael Caine, Hannah and Her Sisters, True, 
ACTOR IN A SUPPORTING ROLE, Willem Dafoe, Platoon, False, 
ACTOR IN A SUPPORTING ROLE, Denholm Elliott, A Room with a View, False, 
ACTOR IN A SUPPORTING ROLE, Dennis Hopper, Hoosiers, False, 
ACTRESS IN A LEADING ROLE, Jane Fonda, The Morning After, False, 
ACTRESS IN A LEADING ROLE, Marlee Matlin, Children of a Lesser God, True, 
ACTRESS IN A LEADING ROLE, Sissy Spacek, Crimes of the Heart, False, 
ACTRESS IN A LEADING ROLE, Kathleen Turner, Peggy Sue Got Married, False, 
ACTRESS IN A LEADING ROLE, Sigourney Weaver, Aliens, False, 
ACTRESS IN A SUPPORTING ROLE, Tess Harper, Crimes of the Heart, False, 
ACTRESS IN A SUPPORTING ROLE, Piper Laurie, Children of a Lesser God, False, 
ACTRESS IN A SUPPORTING ROLE, Mary Elizabeth Mastrantonio, The Color of Money, False, 
ACTRESS IN A SUPPORTING ROLE, Maggie Smith, A Room with a View, False, 
ACTRESS IN A SUPPORTING ROLE, Dianne Wiest, Hannah and Her Sisters, True, 
ART DIRECTION, Art Direction:  Peter Lamont;  Set Decoration:  Crispian Sallis, Aliens, False, 
ART DIRECTION, Art Direction:  Boris Leven;  Set Decoration:  Karen A. O'Hara, The Color of Money, False, 
ART DIRECTION, Art Direction:  Stuart Wurtzel;  Set Decoration:  Carol Joffe, Hannah and Her Sisters, False, 
ART DIRECTION, Art Direction:  Stuart Craig;  Set Decoration:  Jack Stephens, The Mission, False, 
ART DIRECTION, "Art Direction:  Gianni Quaranta,  Brian Ackland-Snow;  Set Decoration:  Brian Savegar,  Elio Altamura", A Room with a View, True, 
CINEMATOGRAPHY, Chris Menges, The Mission, True, 
CINEMATOGRAPHY, Jordan Cronenweth, Peggy Sue Got Married, False, 
CINEMATOGRAPHY, Robert Richardson, Platoon, False, 
CINEMATOGRAPHY, Tony Pierce-Roberts, A Room with a View, False, 
CINEMATOGRAPHY, Don Peterman, Star Trek IV: The Voyage Home, False, 
COSTUME DESIGN, Enrico Sabbatini, The Mission, False, 
COSTUME DESIGN, "Anna Anni,  Maurizio Millenotti", Otello, False, 
COSTUME DESIGN, Theadora Van Runkle, Peggy Sue Got Married, False, 
COSTUME DESIGN, Anthony Powell, Pirates, False, 
COSTUME DESIGN, "Jenny Beavan,  John Bright", A Room with a View, True, 
DIRECTING, David Lynch, Blue Velvet, False, 
DIRECTING, Woody Allen, Hannah and Her Sisters, False, 
DIRECTING, Roland Joff├⌐, The Mission, False, 
DIRECTING, Oliver Stone, Platoon, True, 
DIRECTING, James Ivory, A Room with a View, False, 
DOCUMENTARY (Feature), "Brigitte Berman,  Producer", Artie Shaw: Time Is All You've Got, True, 
DOCUMENTARY (Feature), "David Bradbury,  Producer", Chile: Hasta Cuando?, False, 
DOCUMENTARY (Feature), "Joseph Feury and Milton Justice,  Producers", Down and Out in America, True, 
DOCUMENTARY (Feature), "Kirk Simon and Amram Nowak,  Producers", Isaac in America: A Journey with Isaac Bashevis Singer, False, 
DOCUMENTARY (Feature), "Sharon I. Sopher,  Producer", Witness to Apartheid, False, 
DOCUMENTARY (Short Subject), "Alison Nigh-Strelich,  Producer", Debonair Dancers, False, 
DOCUMENTARY (Short Subject), "Sonya Friedman,  Producer", The Masters of Disaster, False, 
DOCUMENTARY (Short Subject), "Thomas L. Neff and Madeline Bell,  Producers", Red Grooms: Sunflower in a Hothouse, False, 
DOCUMENTARY (Short Subject), "Aaron D. Weisblatt,  Producer", Sam, False, 
DOCUMENTARY (Short Subject), "Vivienne Verdon-Roe,  Producer", "Women--for America,  for the World", True, 
FILM EDITING, Ray Lovejoy, Aliens, False, 
FILM EDITING, Susan E. Morse, Hannah and Her Sisters, False, 
FILM EDITING, Jim Clark, The Mission, False, 
FILM EDITING, Claire Simpson, Platoon, True, 
FILM EDITING, "Billy Weber,  Chris Lebenzon", Top Gun, False, 
FOREIGN LANGUAGE FILM, The Netherlands, The Assault, True, 
FOREIGN LANGUAGE FILM, France, Betty Blue, False, 
FOREIGN LANGUAGE FILM, Canada, The Decline of the American Empire, False, 
FOREIGN LANGUAGE FILM, Czechoslovakia, My Sweet Little Village, False, 
FOREIGN LANGUAGE FILM, Austria, '38', False, 
MAKEUP, "Michael G. Westmore,  Mich├¿le Burke", The Clan of the Cave Bear, False, 
MAKEUP, "Chris Walas,  Stephan Dupuis", The Fly, True, 
MAKEUP, "Rob Bottin,  Peter Robb-King", Legend, False, 
MUSIC (Original Score), James Horner, Aliens, False, 
MUSIC (Original Score), Jerry Goldsmith, Hoosiers, False, 
MUSIC (Original Score), Ennio Morricone, The Mission, False, 
MUSIC (Original Score), Herbie Hancock, 'Round Midnight, True, 
MUSIC (Original Score), Leonard Rosenman, Star Trek IV: The Voyage Home, False, 
MUSIC (Original Song), Music by Peter Cetera and David Foster; Lyric by Peter Cetera and Diane Nini, The Karate Kid Part II, False, 
MUSIC (Original Song), Music by Henry Mancini; Lyric by Leslie Bricusse, That's Life, False, 
MUSIC (Original Song), Music by Alan Menken; Lyric by Howard Ashman, Little Shop of Horrors, False, 
MUSIC (Original Song), Music by James Horner and Barry Mann; Lyric by Cynthia Weil, An American Tail, False, 
MUSIC (Original Song), Music by Giorgio Moroder; Lyric by Tom Whitlock, Top Gun, True, 
BEST PICTURE, "Burt Sugarman and Patrick Palmer,  Producers", Children of a Lesser God, False, 
BEST PICTURE, "Robert Greenhut,  Producer", Hannah and Her Sisters, False, 
BEST PICTURE, "Fernando Ghia and David Puttnam,  Producers", The Mission, False, 
BEST PICTURE, "Arnold Kopelson,  Producer", Platoon, True, 
BEST PICTURE, "Ismail Merchant,  Producer", A Room with a View, False, 
SHORT FILM (Animated), "Bob Stenhouse,  Producer", "The Frog,  the Dog and the Devil", False, 
SHORT FILM (Animated), "Linda Van Tulden and Willem Thijssen,  Producers", A Greek Tragedy, True, 
SHORT FILM (Animated), "John Lasseter and William Reeves,  Producers", Luxo Jr., False, 
SHORT FILM (Live Action), "Stefano Reali and Pino Quartullo,  Producers", Exit, False, 
SHORT FILM (Live Action), "Fredda Weiss,  Producer", Love Struck, False, 
SHORT FILM (Live Action), "Chuck Workman,  Producer", Precious Images, True, 
SOUND, "Graham V. Hartstone,  Nicolas Le Messurier,  Michael A. Carter,  Roy Charman", Aliens, False, 
SOUND, "Les Fresholtz,  Dick Alexander,  Vern Poore,  William Nelson", Heartbreak Ridge, False, 
SOUND, "John K. Wilkinson,  Richard Rogers,  Charles 'Bud' Grenzbach,   Simon Kaye", Platoon, True, 
SOUND, "Terry Porter,  Dave Hudson,  Mel Metcalfe,  Gene S. Cantamessa", Star Trek IV: The Voyage Home, False, 
SOUND, "Donald O. Mitchell,  Kevin O'Connell,  Rick Kline,  William B. Kaplan", Top Gun, False, 
SOUND EFFECTS EDITING, Don Sharpe, Aliens, True, 
SOUND EFFECTS EDITING, Mark Mangini, Star Trek IV: The Voyage Home, False, 
SOUND EFFECTS EDITING, "Cecelia Hall,  George Watters II", Top Gun, False, 
VISUAL EFFECTS, "Robert Skotak,  Stan Winston,  John Richardson,  Suzanne Benson", Aliens, True, 
VISUAL EFFECTS, "Lyle Conway,  Bran Ferren,  Martin Gutteridge", Little Shop of Horrors, False, 
VISUAL EFFECTS, "Richard Edlund,  John Bruno,  Garry Waller,  William Neil", Poltergeist II: The Other Side, False, 
WRITING (Screenplay Based on Material from Another Medium), "Hesper Anderson,  Mark Medoff", Children of a Lesser God, False, 
WRITING (Screenplay Based on Material from Another Medium), Richard Price, The Color of Money, False, 
WRITING (Screenplay Based on Material from Another Medium), Beth Henley, Crimes of the Heart, False, 
WRITING (Screenplay Based on Material from Another Medium), Ruth Prawer Jhabvala, A Room with a View, True, 
WRITING (Screenplay Based on Material from Another Medium), "Raynold Gideon,  Bruce A. Evans", Stand by Me, False, 
WRITING (Screenplay Written Directly for the Screen), "Screenplay by Paul Hogan,  Ken Shadie,  John Cornell;  Story by Paul Hogan", 'Crocodile' Dundee, False, 
WRITING (Screenplay Written Directly for the Screen), Woody Allen, Hannah and Her Sisters, True, 
WRITING (Screenplay Written Directly for the Screen), Hanif Kureishi, My Beautiful Laundrette, False, 
WRITING (Screenplay Written Directly for the Screen), Oliver Stone, Platoon, False, 
WRITING (Screenplay Written Directly for the Screen), "Oliver Stone,  Richard Boyle", Salvador, False, 
HONORARY AWARD,  Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting., , True, 
IRVING G. THALBERG MEMORIAL AWARD, Steven Spielberg, , True, 
ACTOR IN A LEADING ROLE, Michael Douglas, Wall Street, True, 
ACTOR IN A LEADING ROLE, William Hurt, Broadcast News, False, 
ACTOR IN A LEADING ROLE, Marcello Mastroianni, Dark Eyes, False, 
ACTOR IN A LEADING ROLE, Jack Nicholson, Ironweed, False, 
ACTOR IN A LEADING ROLE, Robin Williams, "Good Morning,  Vietnam", False, 
ACTOR IN A SUPPORTING ROLE, Albert Brooks, Broadcast News, False, 
ACTOR IN A SUPPORTING ROLE, Sean Connery, The Untouchables, True, 
ACTOR IN A SUPPORTING ROLE, Morgan Freeman, Street Smart, False, 
ACTOR IN A SUPPORTING ROLE, Vincent Gardenia, Moonstruck, False, 
ACTOR IN A SUPPORTING ROLE, Denzel Washington, Cry Freedom, False, 
ACTRESS IN A LEADING ROLE, Cher, Moonstruck, True, 
ACTRESS IN A LEADING ROLE, Glenn Close, Fatal Attraction, False, 
ACTRESS IN A LEADING ROLE, Holly Hunter, Broadcast News, False, 
ACTRESS IN A LEADING ROLE, Sally Kirkland, Anna, False, 
ACTRESS IN A LEADING ROLE, Meryl Streep, Ironweed, False, 
ACTRESS IN A SUPPORTING ROLE, Norma Aleandro, Gaby - A True Story, False, 
ACTRESS IN A SUPPORTING ROLE, Anne Archer, Fatal Attraction, False, 
ACTRESS IN A SUPPORTING ROLE, Olympia Dukakis, Moonstruck, True, 
ACTRESS IN A SUPPORTING ROLE, Anne Ramsey, Throw Momma from the Train, False, 
ACTRESS IN A SUPPORTING ROLE, Ann Sothern, The Whales of August, False, 
ART DIRECTION, Art Direction:  Norman Reynolds;  Set Decoration:  Harry Cordwell, Empire of the Sun, False, 
ART DIRECTION, Art Direction:  Anthony Pratt;  Set Decoration:  Joan Woollard, Hope and Glory, False, 
ART DIRECTION, "Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari,  Osvaldo Desideri", The Last Emperor, True, 
ART DIRECTION, "Art Direction:  Santo Loquasto;  Set Decoration:  Carol Joffe,  Les Bloom,  George DeTitta,  Jr.", Radio Days, False, 
ART DIRECTION, "Art Direction:  Patrizia Von Brandenstein,  William A. Elliott;  Set Decoration:  Hal Gausman", The Untouchables, False, 
CINEMATOGRAPHY, Michael Ballhaus, Broadcast News, False, 
CINEMATOGRAPHY, Allen Daviau, Empire of the Sun, False, 
CINEMATOGRAPHY, Philippe Rousselot, Hope and Glory, False, 
CINEMATOGRAPHY, Vittorio Storaro, The Last Emperor, True, 
CINEMATOGRAPHY, Haskell Wexler, Matewan, False, 
COSTUME DESIGN, Dorothy Jeakins, The Dead, False, 
COSTUME DESIGN, Bob Ringwood, Empire of the Sun, False, 
COSTUME DESIGN, James Acheson, The Last Emperor, True, 
COSTUME DESIGN, "Jenny Beavan,  John Bright", Maurice, False, 
COSTUME DESIGN, Marilyn Vance-Straker, The Untouchables, False, 
DIRECTING, Adrian Lyne, Fatal Attraction, False, 
DIRECTING, John Boorman, Hope and Glory, False, 
DIRECTING, Bernardo Bertolucci, The Last Emperor, True, 
DIRECTING, Norman Jewison, Moonstruck, False, 
DIRECTING, Lasse Hallstr├╢m, My Life as a Dog, False, 
DOCUMENTARY (Feature), "Callie Crossley and James A. DeVinney,  Producers", Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965, False, 
DOCUMENTARY (Feature), "John Junkerman and John W. Dower,  Producers", Hellfire: A Journey from Hiroshima, False, 
DOCUMENTARY (Feature), "Robert Stone,  Producer", Radio Bikini, False, 
DOCUMENTARY (Feature), "Barbara Herbich and Cyril Christo,  Producers", A Stitch for Time, False, 
DOCUMENTARY (Feature), "Aviva Slesin,  Producer", The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table, True, 
DOCUMENTARY (Short Subject), "Deborah Dickson,  Producer", Frances Steloff: Memoirs of a Bookseller, False, 
DOCUMENTARY (Short Subject), "Dr. Frank Daniel and Izak Ben-Meir,  Producers", In the Wee Wee Hours..., False, 
DOCUMENTARY (Short Subject), "Megan Williams,  Producer", Language Says It All, False, 
DOCUMENTARY (Short Subject), "Lynn Mueller,  Producer", Silver into Gold, False, 
DOCUMENTARY (Short Subject), "Sue Marx and Pamela Conn,  Producers", Young at Heart, True, 
FILM EDITING, Richard Marks, Broadcast News, False, 
FILM EDITING, Michael Kahn, Empire of the Sun, False, 
FILM EDITING, "Michael Kahn,  Peter E. Berger", Fatal Attraction, False, 
FILM EDITING, Gabriella Cristiani, The Last Emperor, True, 
FILM EDITING, Frank J. Urioste, RoboCop, False, 
FOREIGN LANGUAGE FILM, France, "Au Revoir Les Enfants (Goodbye,  Children)", False, 
FOREIGN LANGUAGE FILM, Denmark, Babette's Feast, True, 
FOREIGN LANGUAGE FILM, Spain, Course Completed, False, 
FOREIGN LANGUAGE FILM, Italy, The Family, False, 
FOREIGN LANGUAGE FILM, Norway, Pathfinder, False, 
MAKEUP, Bob Laden, Happy New Year, False, 
MAKEUP, Rick Baker, Harry and the Hendersons, True, 
MUSIC (Original Score), "George Fenton,  Jonas Gwangwa", Cry Freedom, False, 
MUSIC (Original Score), John Williams, Empire of the Sun, False, 
MUSIC (Original Score), "Ryuichi Sakamoto,  David Byrne,  Cong Su", The Last Emperor, True, 
MUSIC (Original Score), Ennio Morricone, The Untouchables, False, 
MUSIC (Original Score), John Williams, The Witches of Eastwick, False, 
MUSIC (Original Song), Music and Lyric by George Fenton and Jonas Gwangwa, Cry Freedom, False, 
MUSIC (Original Song), "Music by Franke Previte,  John DeNicola and Donald Markowitz; Lyric by Franke Previte", Dirty Dancing, True, 
MUSIC (Original Song), Music and Lyric by Albert Hammond and Diane Warren, Mannequin, False, 
MUSIC (Original Song), "Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer,  Keith Forsey and Bob Seger", Beverly Hills Cop II, False, 
MUSIC (Original Song), Music and Lyric by Willy DeVille, The Princess Bride, False, 
BEST PICTURE, "James L. Brooks,  Producer", Broadcast News, False, 
BEST PICTURE, "Stanley R. Jaffe and Sherry Lansing,  Producers", Fatal Attraction, False, 
BEST PICTURE, "John Boorman,  Producer", Hope and Glory, False, 
BEST PICTURE, "Jeremy Thomas,  Producer", The Last Emperor, True, 
BEST PICTURE, "Patrick Palmer and Norman Jewison,  Producers", Moonstruck, False, 
SHORT FILM (Animated), "Eunice Macaulay,  Producer", George and Rosemary, False, 
SHORT FILM (Animated), "Fr├⌐d├⌐ric Back,  Producer", The Man Who Planted Trees, True, 
SHORT FILM (Animated), "Bill Plympton,  Producer", Your Face, False, 
SHORT FILM (Live Action), "Ann Wingate,  Producer", Making Waves, False, 
SHORT FILM (Live Action), "Jonathan Sanger and Jana Sue Memel,  Producers", Ray's Male Heterosexual Dance Hall, True, 
SHORT FILM (Live Action), "Robert A. Katz,  Producer", Shoeshine, False, 
SOUND, "Robert Knudson,  Don Digirolamo,  John Boyd,  Tony Dawe", Empire of the Sun, False, 
SOUND, "Bill Rowe,  Ivan Sharrock", The Last Emperor, True, 
SOUND, "Les Fresholtz,  Dick Alexander,  Vern Poore,  Bill Nelson", Lethal Weapon, False, 
SOUND, "Michael J. Kohut,  Carlos de Larios,  Aaron Rochin,  Robert Wald", RoboCop, False, 
SOUND, "Wayne Artman,  Tom Beckert,  Tom Dahl,  Art Rochester", The Witches of Eastwick, False, 
VISUAL EFFECTS, "Dennis Muren,  William George,  Harley Jessup,  Kenneth Smith", Innerspace, True, 
VISUAL EFFECTS, "Joel Hynek,  Robert M. Greenberg,  Richard Greenberg,  Stan Winston", Predator, False, 
WRITING (Screenplay Based on Material from Another Medium), Tony Huston, The Dead, False, 
WRITING (Screenplay Based on Material from Another Medium), James Dearden, Fatal Attraction, False, 
WRITING (Screenplay Based on Material from Another Medium), "Stanley Kubrick,  Michael Herr,  Gustav Hasford", Full Metal Jacket, False, 
WRITING (Screenplay Based on Material from Another Medium), "Mark Peploe,  Bernardo Bertolucci", The Last Emperor, True, 
WRITING (Screenplay Based on Material from Another Medium), "Lasse Hallstr├╢m,  Reidar J├╢nsson,  Brasse Br├ñnnstr├╢m,  Per Berglund", My Life as a Dog, False, 
WRITING (Screenplay Written Directly for the Screen), Louis Malle, "Au Revoir Les Enfants (Goodbye,  Children)", False, 
WRITING (Screenplay Written Directly for the Screen), James L. Brooks, Broadcast News, False, 
WRITING (Screenplay Written Directly for the Screen), John Boorman, Hope and Glory, False, 
WRITING (Screenplay Written Directly for the Screen), John Patrick Shanley, Moonstruck, True, 
WRITING (Screenplay Written Directly for the Screen), Woody Allen, Radio Days, False, 
SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing), "Stephen Flick,  John Pospisil", RoboCop, True, 
IRVING G. THALBERG MEMORIAL AWARD, Billy Wilder, , True, 
ACTOR IN A LEADING ROLE, Gene Hackman, Mississippi Burning, False, 
ACTOR IN A LEADING ROLE, Tom Hanks, Big, False, 
ACTOR IN A LEADING ROLE, Dustin Hoffman, Rain Man, True, 
ACTOR IN A LEADING ROLE, Edward James Olmos, Stand and Deliver, False, 
ACTOR IN A LEADING ROLE, Max von Sydow, Pelle the Conqueror, False, 
ACTOR IN A SUPPORTING ROLE, Alec Guinness, Little Dorrit, False, 
ACTOR IN A SUPPORTING ROLE, Kevin Kline, A Fish Called Wanda, True, 
ACTOR IN A SUPPORTING ROLE, Martin Landau, Tucker The Man and His Dream, False, 
ACTOR IN A SUPPORTING ROLE, River Phoenix, Running on Empty, False, 
ACTOR IN A SUPPORTING ROLE, Dean Stockwell, Married to the Mob, False, 
ACTRESS IN A LEADING ROLE, Glenn Close, Dangerous Liaisons, False, 
ACTRESS IN A LEADING ROLE, Jodie Foster, The Accused, True, 
ACTRESS IN A LEADING ROLE, Melanie Griffith, Working Girl, False, 
ACTRESS IN A LEADING ROLE, Meryl Streep, A Cry in the Dark, False, 
ACTRESS IN A LEADING ROLE, Sigourney Weaver, Gorillas in the Mist, False, 
ACTRESS IN A SUPPORTING ROLE, Joan Cusack, Working Girl, False, 
ACTRESS IN A SUPPORTING ROLE, Geena Davis, The Accidental Tourist, True, 
ACTRESS IN A SUPPORTING ROLE, Frances McDormand, Mississippi Burning, False, 
ACTRESS IN A SUPPORTING ROLE, Michelle Pfeiffer, Dangerous Liaisons, False, 
ACTRESS IN A SUPPORTING ROLE, Sigourney Weaver, Working Girl, False, 
ART DIRECTION, Art Direction:  Albert Brenner;  Set Decoration:  Garrett Lewis, Beaches, False, 
ART DIRECTION, Art Direction:  Stuart Craig;  Set Decoration:  Gerard James, Dangerous Liaisons, True, 
ART DIRECTION, Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna, Rain Man, False, 
ART DIRECTION, Art Direction:  Dean Tavoularis;  Set Decoration:  Armin Ganz, Tucker The Man and His Dream, False, 
ART DIRECTION, Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt, Who Framed Roger Rabbit, False, 
CINEMATOGRAPHY, Peter Biziou, Mississippi Burning, True, 
CINEMATOGRAPHY, John Seale, Rain Man, False, 
CINEMATOGRAPHY, Conrad L. Hall, Tequila Sunrise, False, 
CINEMATOGRAPHY, Sven Nykvist, The Unbearable Lightness of Being, False, 
CINEMATOGRAPHY, Dean Cundey, Who Framed Roger Rabbit, False, 
COSTUME DESIGN, Deborah Nadoolman, Coming to America, False, 
COSTUME DESIGN, James Acheson, Dangerous Liaisons, True, 
COSTUME DESIGN, Jane Robinson, A Handful of Dust, False, 
COSTUME DESIGN, Patricia Norris, Sunset, False, 
COSTUME DESIGN, Milena Canonero, Tucker The Man and His Dream, False, 
DIRECTING, Charles Crichton, A Fish Called Wanda, False, 
DIRECTING, Martin Scorsese, The Last Temptation of Christ, False, 
DIRECTING, Alan Parker, Mississippi Burning, False, 
DIRECTING, Barry Levinson, Rain Man, True, 
DIRECTING, Mike Nichols, Working Girl, False, 
DOCUMENTARY (Feature), "Robert Bilheimer and Ronald Mix,  Producers", The Cry of Reason - Beyers Naud├⌐: An Afrikaner Speaks Out, False, 
DOCUMENTARY (Feature), "Marcel Ophuls,  Producer", Hotel Terminus: The Life and Times of Klaus Barbie, True, 
DOCUMENTARY (Feature), "Bruce Weber and Nan Bush,  Producers", Let's Get Lost, False, 
DOCUMENTARY (Feature), "Ginny Durrin,  Producer", Promises to Keep, False, 
DOCUMENTARY (Feature), "Renee Tajima and Christine Choy,  Producers", Who Killed Vincent Chin?, False, 
DOCUMENTARY (Short Subject), "Karen Goodman,  Producer", The Children's Storefront, False, 
DOCUMENTARY (Short Subject), "Lise Yasui and Ann Tegnell,  Producers", Family Gathering, False, 
DOCUMENTARY (Short Subject), "Thomas B. Fleming and Daniel J. Marks,  Producers", Gang Cops, False, 
DOCUMENTARY (Short Subject), "Nancy Hale and Meg Partridge,  Producers", Portrait of Imogen, False, 
DOCUMENTARY (Short Subject), "William Guttentag and Malcolm Clarke,  Producers", You Don't Have to Die, True, 
FILM EDITING, "Frank J. Urioste,  John F. Link", Die Hard, False, 
FILM EDITING, Stuart Baird, Gorillas in the Mist, False, 
FILM EDITING, Gerry Hambling, Mississippi Burning, False, 
FILM EDITING, Stu Linder, Rain Man, False, 
FILM EDITING, Arthur Schmidt, Who Framed Roger Rabbit, True, 
