category, name, film, winner, 
SOUND RECORDING, "Universal Studio Sound Department,  Gilbert Kurland,  Sound Director", Bride of Frankenstein, False, 
SOUND RECORDING, "Warner Bros.-First National Studio Sound Department,  Nathan Levinson,  Sound Director", Captain Blood, False, 
SOUND RECORDING, "United Artists Studio Sound Department,  Thomas T. Moulton,  Sound Director", The Dark Angel, False, 
SOUND RECORDING, "RKO Radio Studio Sound Department,  Carl Dreher,  Sound Director", I Dream Too Much, False, 
SOUND RECORDING, "Paramount Studio Sound Department,  Franklin B. Hansen,  Sound Director", The Lives of a Bengal Lancer, False, 
SOUND RECORDING, "Columbia Studio Sound Department,  John Livadary,  Sound Director", Love Me Forever, False, 
SOUND RECORDING, "Metro-Goldwyn-Mayer Studio Sound Department,  Douglas Shearer,  Sound Director", Naughty Marietta, True, 
SOUND RECORDING, Republic Studio Sound Department, "$1, 000 a Minute", False, 
SOUND RECORDING, "20th Century-Fox Studio Sound Department,  E. H. Hansen,  Sound Director", Thanks a Million, False, 
WRITING (Original Story), Moss Hart, Broadway Melody of 1936, False, 
WRITING (Original Story), Gregory Rogers, G-Men, False, 
WRITING (Original Story), "Don Hartman,  Stephen Avery", The Gay Deception, False, 
WRITING (Original Story), "Ben Hecht,  Charles MacArthur", The Scoundrel, True, 
WRITING (Screenplay), Casey Robinson, Captain Blood, False, 
WRITING (Screenplay), Dudley Nichols, The Informer, True, 
WRITING (Screenplay), "Screenplay by Waldemar Young,  John L. Balderston,  Achmed Abdullah;  Adaptation by Grover Jones,  William Slavens McNutt", The Lives of a Bengal Lancer, False, 
WRITING (Screenplay), "Talbot Jennings,  Jules Furthman,  Carey Wilson", Mutiny on the Bounty, False, 
SPECIAL AWARD,  David Wark Griffith, , True, 
ACTOR, Gary Cooper, Mr. Deeds Goes to Town, False, 
ACTOR, Walter Huston, Dodsworth, False, 
ACTOR, Paul Muni, The Story of Louis Pasteur, True, 
ACTOR, William Powell, My Man Godfrey, False, 
ACTOR, Spencer Tracy, San Francisco, False, 
ACTOR IN A SUPPORTING ROLE, Mischa Auer, My Man Godfrey, False, 
ACTOR IN A SUPPORTING ROLE, Walter Brennan, Come and Get It, True, 
ACTOR IN A SUPPORTING ROLE, Stuart Erwin, Pigskin Parade, False, 
ACTOR IN A SUPPORTING ROLE, Basil Rathbone, Romeo and Juliet, False, 
ACTOR IN A SUPPORTING ROLE, Akim Tamiroff, The General Died at Dawn, False, 
ACTRESS, Irene Dunne, Theodora Goes Wild, False, 
ACTRESS, Gladys George, Valiant Is the Word for Carrie, False, 
ACTRESS, Carole Lombard, My Man Godfrey, False, 
ACTRESS, Luise Rainer, The Great Ziegfeld, True, 
ACTRESS, Norma Shearer, Romeo and Juliet, False, 
ACTRESS IN A SUPPORTING ROLE, Beulah Bondi, The Gorgeous Hussy, False, 
ACTRESS IN A SUPPORTING ROLE, Alice Brady, My Man Godfrey, False, 
ACTRESS IN A SUPPORTING ROLE, Bonita Granville, These Three, False, 
ACTRESS IN A SUPPORTING ROLE, Maria Ouspenskaya, Dodsworth, False, 
ACTRESS IN A SUPPORTING ROLE, Gale Sondergaard, Anthony Adverse, True, 
ART DIRECTION, Anton Grot, Anthony Adverse, False, 
ART DIRECTION, Richard Day, Dodsworth, True, 
ART DIRECTION, "Cedric Gibbons,  Eddie Imazu,  Edwin B. Willis", The Great Ziegfeld, False, 
ART DIRECTION, William S. Darling, Lloyds of London, False, 
ART DIRECTION, "Albert S. D'Agostino,  Jack Otterson", The Magnificent Brute, False, 
ART DIRECTION, "Cedric Gibbons,  Fredric Hope,  Edwin B. Willis", Romeo and Juliet, False, 
ART DIRECTION, Perry Ferguson, Winterset, False, 
ASSISTANT DIRECTOR, William Cannon, Anthony Adverse, False, 
ASSISTANT DIRECTOR, Jack Sullivan, The Charge of the Light Brigade, True, 
ASSISTANT DIRECTOR, Eric G. Stacey, The Garden of Allah, False, 
ASSISTANT DIRECTOR, Clem Beauchamp, The Last of the Mohicans, False, 
ASSISTANT DIRECTOR, Joseph Newman, San Francisco, False, 
CINEMATOGRAPHY, Gaetano Gaudio, Anthony Adverse, True, 
CINEMATOGRAPHY, Victor Milner, The General Died at Dawn, False, 
CINEMATOGRAPHY, George Folsey, The Gorgeous Hussy, False, 
DANCE DIRECTION, Busby Berkeley, Gold Diggers of 1937, False, 
DANCE DIRECTION, Bobby Connolly, Cain and Mabel, False, 
DANCE DIRECTION, Seymour Felix, The Great Ziegfeld, True, 
DANCE DIRECTION, Dave Gould, Born to Dance, False, 
DANCE DIRECTION, Jack Haskell, One in a Million, False, 
DANCE DIRECTION, Russell Lewis, Dancing Pirate, False, 
DANCE DIRECTION, Hermes Pan, Swing Time, False, 
DIRECTING, William Wyler, Dodsworth, False, 
DIRECTING, Robert Z. Leonard, The Great Ziegfeld, False, 
DIRECTING, Frank Capra, Mr. Deeds Goes to Town, True, 
DIRECTING, Gregory La Cava, My Man Godfrey, False, 
DIRECTING, W. S. Van Dyke, San Francisco, False, 
FILM EDITING, Ralph Dawson, Anthony Adverse, True, 
FILM EDITING, Edward Curtiss, Come and Get It, False, 
FILM EDITING, William S. Gray, The Great Ziegfeld, False, 
FILM EDITING, Barbara McLean, Lloyds of London, False, 
FILM EDITING, Conrad A. Nervig, A Tale of Two Cities, False, 
FILM EDITING, Otto Meyer, Theodora Goes Wild, False, 
MUSIC (Scoring), "Warner Bros. Studio Music Department,  Leo Forbstein,  head of department  (Score by Erich Wolfgang Korngold)", Anthony Adverse, True, 
MUSIC (Scoring), "Warner Bros. Studio Music Department,  Leo Forbstein,  head of department  (Score by Max Steiner)", The Charge of the Light Brigade, False, 
MUSIC (Scoring), "Selznick International Pictures Music Department,  Max Steiner,  head of department  (Score by Max Steiner)", The Garden of Allah, False, 
MUSIC (Scoring), "Paramount Studio Music Department,  Boris Morros,  head of department  (Score by Werner Janssen)", The General Died at Dawn, False, 
MUSIC (Scoring), "RKO Radio Studio Music Department,  Nathaniel Shilkret,  head of department  (Score by Nathaniel Shilkret)", Winterset, False, 
MUSIC (Song), Music by Walter Donaldson; Lyrics by Harold Adamson, Suzy, False, 
MUSIC (Song), Music and Lyrics by Cole Porter, Born to Dance, False, 
MUSIC (Song), Music by Louis Alter; Lyrics by Sidney Mitchell, Trail of the Lonesome Pine, False, 
MUSIC (Song), Music by Arthur Johnston; Lyrics by Johnny Burke, Pennies from Heaven, False, 
MUSIC (Song), Music by Jerome Kern; Lyrics by Dorothy Fields, Swing Time, True, 
MUSIC (Song), Music by Richard A. Whiting; Lyrics by Walter Bullock, "Sing,  Baby,  Sing", False, 
OUTSTANDING PRODUCTION, Warner Bros., Anthony Adverse, False, 
OUTSTANDING PRODUCTION, Samuel Goldwyn Productions, Dodsworth, False, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, The Great Ziegfeld, True, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, Libeled Lady, False, 
OUTSTANDING PRODUCTION, Columbia, Mr. Deeds Goes to Town, False, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, Romeo and Juliet, False, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, San Francisco, False, 
OUTSTANDING PRODUCTION, Cosmopolitan, The Story of Louis Pasteur, False, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, A Tale of Two Cities, False, 
OUTSTANDING PRODUCTION, Universal, Three Smart Girls, False, 
SHORT SUBJECT (Cartoon), "Walt Disney,  Producer", The Country Cousin, True, 
SHORT SUBJECT (Cartoon), Harman-Ising, Old Mill Pond, False, 
SHORT SUBJECT (Cartoon), Paramount, Sinbad the Sailor, False, 
SHORT SUBJECT (Color), Warner Bros., Give Me Liberty, True, 
SHORT SUBJECT (Color), "Lewis Lewyn,  Producer", La Fiesta de Santa Barbara, False, 
SHORT SUBJECT (Color), Paramount, Popular Science J-6-2, False, 
SHORT SUBJECT (One-reel), "Hal Roach,  Producer", Bored of Education, True, 
SHORT SUBJECT (One-reel), Paramount, Moscow Moods, False, 
SHORT SUBJECT (One-reel), "Pete Smith,  Producer", "Wanted,  a Master", False, 
SHORT SUBJECT (Two-reel), Warner Bros., Double or Nothing, False, 
SHORT SUBJECT (Two-reel), RKO Radio, Dummy Ache, False, 
SHORT SUBJECT (Two-reel), Metro-Goldwyn-Mayer, The Public Pays, True, 
SOUND RECORDING, "20th Century-Fox Studio Sound Department,  E. H. Hansen,  Sound Director", Banjo on My Knee, False, 
SOUND RECORDING, "Warner Bros. Studio Sound Department,  Nathan Levinson,  Sound Director", The Charge of the Light Brigade, False, 
SOUND RECORDING, "United Artists Studio Sound Department,  Thomas T. Moulton,  Sound Director", Dodsworth, False, 
SOUND RECORDING, "Hal Roach Studio Sound Department,  Elmer A. Raguse,  Sound Director", General Spanky, False, 
SOUND RECORDING, "Columbia Studio Sound Department,  John Livadary,  Sound Director", Mr. Deeds Goes to Town, False, 
SOUND RECORDING, "Metro-Goldwyn-Mayer Studio Sound Department,  Douglas Shearer,  Sound Director", San Francisco, True, 
SOUND RECORDING, "Paramount Studio Sound Department,  Franklin B. Hansen,  Sound Director", The Texas Rangers, False, 
SOUND RECORDING, "RKO Radio Studio Sound Department,  J. O. Aalberg,  Sound Director", That Girl from Paris, False, 
SOUND RECORDING, "Universal Studio Sound Department,  Homer G. Tasker,  Sound Director", Three Smart Girls, False, 
WRITING (Original Story), Norman Krasna, Fury, False, 
WRITING (Original Story), William Anthony McGuire, The Great Ziegfeld, False, 
WRITING (Original Story), Robert Hopkins, San Francisco, False, 
WRITING (Original Story), "Pierre Collings,  Sheridan Gibney", The Story of Louis Pasteur, True, 
WRITING (Original Story), Adele Comandini, Three Smart Girls, False, 
WRITING (Screenplay), "Frances Goodrich,  Albert Hackett", After the Thin Man, False, 
WRITING (Screenplay), Sidney Howard, Dodsworth, False, 
WRITING (Screenplay), Robert Riskin, Mr. Deeds Goes to Town, False, 
WRITING (Screenplay), "Eric Hatch,  Morris Ryskind", My Man Godfrey, False, 
WRITING (Screenplay), "Pierre Collings,  Sheridan Gibney", The Story of Louis Pasteur, True, 
SPECIAL AWARD,  The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel., , True, 
SPECIAL AWARD,  W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production, , True, 
ACTOR, Charles Boyer, Conquest, False, 
ACTOR, Fredric March, A Star Is Born, False, 
ACTOR, Robert Montgomery, Night Must Fall, False, 
ACTOR, Paul Muni, The Life of Emile Zola, False, 
ACTOR, Spencer Tracy, Captains Courageous, True, 
ACTOR IN A SUPPORTING ROLE, Ralph Bellamy, The Awful Truth, False, 
ACTOR IN A SUPPORTING ROLE, Thomas Mitchell, The Hurricane, False, 
ACTOR IN A SUPPORTING ROLE, Joseph Schildkraut, The Life of Emile Zola, True, 
ACTOR IN A SUPPORTING ROLE, H. B. Warner, Lost Horizon, False, 
ACTOR IN A SUPPORTING ROLE, Roland Young, Topper, False, 
ACTRESS, Irene Dunne, The Awful Truth, False, 
ACTRESS, Greta Garbo, Camille, False, 
ACTRESS, Janet Gaynor, A Star Is Born, False, 
ACTRESS, Luise Rainer, The Good Earth, True, 
ACTRESS, Barbara Stanwyck, Stella Dallas, False, 
ACTRESS IN A SUPPORTING ROLE, Alice Brady, In Old Chicago, True, 
ACTRESS IN A SUPPORTING ROLE, Andrea Leeds, Stage Door, False, 
ACTRESS IN A SUPPORTING ROLE, Anne Shirley, Stella Dallas, False, 
ACTRESS IN A SUPPORTING ROLE, Claire Trevor, Dead End, False, 
ACTRESS IN A SUPPORTING ROLE, Dame May Whitty, Night Must Fall, False, 
ART DIRECTION, "Cedric Gibbons,  William Horning", Conquest, False, 
ART DIRECTION, Carroll Clark, A Damsel in Distress, False, 
ART DIRECTION, Richard Day, Dead End, False, 
ART DIRECTION, Wiard Ihnen, Every Day's a Holiday, False, 
ART DIRECTION, Anton Grot, The Life of Emile Zola, False, 
ART DIRECTION, Stephen Goosson, Lost Horizon, True, 
ART DIRECTION, John Victor Mackay, Manhattan Merry-Go-Round, False, 
ART DIRECTION, Lyle Wheeler, The Prisoner of Zenda, False, 
ART DIRECTION, "Hans Dreier,  Roland Anderson", Souls at Sea, False, 
ART DIRECTION, Alexander Toluboff, Walter Wanger's Vogues of 1938, False, 
ART DIRECTION, "William S. Darling,  David Hall", Wee Willie Winkie, False, 
ART DIRECTION, Jack Otterson, You're a Sweetheart, False, 
ASSISTANT DIRECTOR, Robert Webb, In Old Chicago, True, 
ASSISTANT DIRECTOR, Russ Saunders, The Life of Emile Zola, False, 
ASSISTANT DIRECTOR, "C. C. Coleman,  Jr.", Lost Horizon, False, 
ASSISTANT DIRECTOR, Hal Walker, Souls at Sea, False, 
ASSISTANT DIRECTOR, Eric Stacey, A Star Is Born, False, 
CINEMATOGRAPHY, Gregg Toland, Dead End, False, 
CINEMATOGRAPHY, Karl Freund, The Good Earth, True, 
CINEMATOGRAPHY, Joseph Valentine, Wings over Honolulu, False, 
DANCE DIRECTION, Busby Berkeley, Varsity Show, False, 
DANCE DIRECTION, Bobby Connolly, "Ready,  Willing and Able", False, 
DANCE DIRECTION, Dave Gould, A Day at the Races, False, 
DANCE DIRECTION, Sammy Lee, Ali Baba Goes to Town, False, 
DANCE DIRECTION, Harry Losee, Thin Ice, False, 
DANCE DIRECTION, Hermes Pan, A Damsel in Distress, True, 
DANCE DIRECTION, LeRoy Prinz, Waikiki Wedding, False, 
DIRECTING, Leo McCarey, The Awful Truth, True, 
DIRECTING, Sidney Franklin, The Good Earth, False, 
DIRECTING, William Dieterle, The Life of Emile Zola, False, 
DIRECTING, Gregory La Cava, Stage Door, False, 
DIRECTING, William Wellman, A Star Is Born, False, 
FILM EDITING, Al Clark, The Awful Truth, False, 
FILM EDITING, Elmo Veron, Captains Courageous, False, 
FILM EDITING, Basil Wrangell, The Good Earth, False, 
FILM EDITING, "Gene Havlick,  Gene Milford", Lost Horizon, True, 
FILM EDITING, Bernard W. Burton, One Hundred Men and a Girl, False, 
MUSIC (Scoring), "Samuel Goldwyn Studio Music Department,  Alfred Newman,  head of department  (Score by Alfred Newman)", The Hurricane, False, 
MUSIC (Scoring), "20th Century-Fox Studio Music Department,  Louis Silvers,  head of department  (no composer credit)", In Old Chicago, False, 
MUSIC (Scoring), "Warner Bros. Studio Music Department,  Leo Forbstein,  head of department  (Score by Max Steiner)", The Life of Emile Zola, False, 
MUSIC (Scoring), "Columbia Studio Music Department,  Morris Stoloff,  head of department  (Score by Dimitri Tiomkin)", Lost Horizon, False, 
MUSIC (Scoring), "Principal Productions,  Dr. Hugo Riesenfeld,  musical director  (Score by Dr. Hugo Riesenfeld)", Make a Wish, False, 
MUSIC (Scoring), "Metro-Goldwyn-Mayer Studio Music Department,  Nat W. Finston,  head of department  (Score by Herbert Stothart)", Maytime, False, 
MUSIC (Scoring), "Universal Studio Music Department,  Charles Previn,  head of department  (no composer credit)", One Hundred Men and a Girl, True, 
MUSIC (Scoring), "Republic Studio Music Department,  Alberto Colombo,  head of department  (Score by Alberto Colombo)", Portia on Trial, False, 
MUSIC (Scoring), "Selznick International Pictures Music Department,  Alfred Newman,  musical director  (Score by Alfred Newman)", The Prisoner of Zenda, False, 
MUSIC (Scoring), "RKO Radio Studio Music Department,  Roy Webb,  musical director  (Score by Roy Webb)", Quality Street, False, 
MUSIC (Scoring), "Walt Disney Studio Music Department,  Leigh Harline,  head of department  (Score by Frank Churchill,  Leigh Harline and Paul J. Smith)", Snow White and the Seven Dwarfs, False, 
MUSIC (Scoring), "Grand National Studio Music Department,  C. Bakaleinikoff,  musical director  (Score by Victor Schertzinger)", Something to Sing About, False, 
MUSIC (Scoring), "Paramount Studio Music Department,  Boris Morros,  head of department  (Score by W. Franke Harling and Milan Roder)", Souls at Sea, False, 
MUSIC (Scoring), "Hal Roach Studio Music Department,  Marvin Hatley,  head of department  (Score by Marvin Hatley)", Way Out West, False, 
MUSIC (Song), Music by Harry Warren; Lyrics by Al Dubin, Mr. Dodd Takes the Air, False, 
MUSIC (Song), Music and Lyrics by Harry Owens, Waikiki Wedding, True, 
MUSIC (Song), Music by Sammy Fain; Lyrics by Lew Brown, Walter Wanger's Vogues of 1938, False, 
MUSIC (Song), Music by George Gershwin; Lyrics by Ira Gershwin, Shall We Dance, False, 
MUSIC (Song), Music by Frederick Hollander; Lyrics by Leo Robin, Artists and Models, False, 
OUTSTANDING PRODUCTION, Columbia, The Awful Truth, False, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, Captains Courageous, False, 
OUTSTANDING PRODUCTION, Samuel Goldwyn Productions, Dead End, False, 
OUTSTANDING PRODUCTION, Metro-Goldwyn-Mayer, The Good Earth, False, 
OUTSTANDING PRODUCTION, 20th Century-Fox, In Old Chicago, False, 
OUTSTANDING PRODUCTION, Warner Bros., The Life of Emile Zola, True, 
OUTSTANDING PRODUCTION, Columbia, Lost Horizon, False, 
OUTSTANDING PRODUCTION, Universal, One Hundred Men and a Girl, False, 
OUTSTANDING PRODUCTION, RKO Radio, Stage Door, False, 
OUTSTANDING PRODUCTION, Selznick International Pictures, A Star Is Born, False, 
SHORT SUBJECT (Cartoon), Paramount, Educated Fish, False, 
SHORT SUBJECT (Cartoon), "Charles Mintz,  Producer", The Little Match Girl, False, 
SHORT SUBJECT (Cartoon), "Walt Disney,  Producer", The Old Mill, True, 
SHORT SUBJECT (Color), Warner Bros., The Man without a Country, False, 
SHORT SUBJECT (Color), "Pete Smith,  Producer", Penny Wisdom, True, 
SHORT SUBJECT (Color), Paramount, Popular Science J-7-1, False, 
SHORT SUBJECT (One-reel), Metro-Goldwyn-Mayer, A Night at the Movies, False, 
SHORT SUBJECT (One-reel), Skibo Productions, The Private Life of the Gannets, True, 
SHORT SUBJECT (One-reel), "Pete Smith,  Producer", Romance of Radium, False, 
SHORT SUBJECT (Two-reel), RKO Radio, Deep South, False, 
SHORT SUBJECT (Two-reel), RKO Radio, Should Wives Work?, False, 
SHORT SUBJECT (Two-reel), Metro-Goldwyn-Mayer, Torture Money, True, 
SOUND RECORDING, "Grand National Studio Sound Department,  A. E. Kaye,  Sound Director", The Girl Said No, False, 
SOUND RECORDING, "RKO Radio Studio Sound Department,  John Aalberg,  Sound Director", Hitting a New High, False, 
SOUND RECORDING, "United Artists Studio Sound Department,  Thomas T. Moulton,  Sound Director", The Hurricane, True, 
SOUND RECORDING, "20th Century-Fox Studio Sound Department,  E. H. Hansen,  Sound Director", In Old Chicago, False, 
SOUND RECORDING, "Warner Bros. Studio Sound Department,  Nathan Levinson,  Sound Director", The Life of Emile Zola, False, 
SOUND RECORDING, "Columbia Studio Sound Department,  John Livadary,  Sound Director", Lost Horizon, False, 
SOUND RECORDING, "Metro-Goldwyn-Mayer Studio Sound Department,  Douglas Shearer,  Sound Director", Maytime, False, 
SOUND RECORDING, "Universal Studio Sound Department,  Homer G. Tasker,  Sound Director", One Hundred Men and a Girl, False, 
SOUND RECORDING, "Hal Roach Studio Sound Department,  Elmer A. Raguse,  Sound Director", Topper, False, 
SOUND RECORDING, "Paramount Studio Sound Department,  Loren L. Ryder,  Sound Director", Wells Fargo, False, 
WRITING (Original Story), Robert Lord, Black Legion, False, 
WRITING (Original Story), Niven Busch, In Old Chicago, False, 
WRITING (Original Story), "Heinz Herald,  Geza Herczeg", The Life of Emile Zola, False, 
WRITING (Original Story), Hans Kraly, One Hundred Men and a Girl, False, 
WRITING (Original Story), "William A. Wellman,  Robert Carson", A Star Is Born, True, 
WRITING (Screenplay), Vina Delmar, The Awful Truth, False, 
WRITING (Screenplay), "John Lee Mahin,  Marc Connelly,  Dale Van Every", Captains Courageous, False, 
